0,0,0,0,0,-0.085891,-0.070962,0.064052,3.7272e-05,-7.7712e-05,0.00044352,0.11009,0.11008,0.11005,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0,0,0,0,-0.077556,-0.05549,0.095523,1.198e-05,-0.00021499,0.00049042,0.11005,0.10992,0.10969,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0.00065207,0,0,0,-0.086437,-0.050569,0.12673,-5.6175e-06,0.00025567,0.00053464,0.10997,0.1096,0.10898,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0.049147,0,0,0,-0.087269,-0.051609,0.097362,7.6924e-05,6.4029e-05,0.00054847,0.10985,0.10912,0.1079,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0.25487,0.0028356,-1.0446e-05,-0.0034293,-0.084406,-0.04799,0.099932,0.00027389,0.00015824,0.00053616,0.10969,0.10848,0.10648,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0.56198,0.075175,-0.00027692,-0.090914,-0.073495,-0.056897,0.1002,0.00080922,0.00014545,0.00049425,0.10949,0.10769,0.10471,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,0.83619,0.1845,-0.00067966,-0.22313,-0.062992,-0.041813,0.13197,0.0004855,5.9717e-05,0.0003887,0.10925,0.10674,0.10259,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,1.0162,0.2067,-0.00076143,-0.24999,-0.066311,-0.054497,0.082525,0.00054827,-1.2862e-05,0.00030165,0.10898,0.10564,0.10015,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,1.109,0.18555,-0.00068352,-0.2546,-0.075438,-0.029466,0.078402,0.00027966,-0.00012506,0.00010243,0.10866,0.10438,0.097373,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,1.1421,0.23294,-0.0008581,-0.42464,-0.057952,-0.033332,0.079821,0.00027147,-0.00057897,-3.0423e-05,0.1083,0.10297,0.094281,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,1.1398,0.24958,-0.00091939,-0.51131,-0.055867,-0.034755,0.078479,6.7541e-05,-0.00047673,-1.1509e-05,0.1079,0.10141,0.090881,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
0,1.1192,0.19139,-0.00070503,-0.41412,-0.059632,-0.025991,0.069061,-5.415e-05,-0.00037435,-0.00018684,0.10747,0.099707,0.087186,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,-1.2196e-18,2.4672e-18,6.4483e-19,0.83333,-0.16667,-0.16667,-0.16667,-0.16667,-0.16667,1
